11.000000	146
11.000704	134
11.001408	134
11.002112	134
11.002815	134
11.003518	135
11.004220	134
11.004923	134
11.005625	134
11.006326	134
11.007027	134
11.007728	134
11.008429	134
11.009129	2224
11.009829	508
11.010528	154
11.011227	135
11.011926	134
11.012625	134
11.013323	134
11.014020	134
11.014718	142
11.015415	134
11.016112	134
11.016808	134
11.017504	5677
11.018200	145
11.018896	145
11.019591	350
11.020286	134
11.020980	134
11.021674	134
11.022368	134
11.023061	134
11.023754	134
11.024447	134
11.025140	134
11.025832	134
11.026523	1154
11.027215	134
11.027906	134
11.028597	134
11.029287	134
11.029977	134
11.030667	134
11.031357	136
11.032046	134
11.032735	134
11.033423	134
11.034111	134
11.034799	135
11.035486	134
11.036174	134
11.036860	134
11.037547	134
11.038233	134
11.038919	134
11.039605	134
11.040290	134
11.040975	134
11.041659	134
11.042343	134
11.043027	134
11.043711	134
11.044394	134
11.045077	134
11.045760	1658
11.046442	207
11.047124	143
11.047806	134
11.048487	134
11.049168	134
11.049849	134
11.050529	175
11.051209	134
11.051889	134
11.052568	134
11.053247	134
11.053926	135
11.054604	134
11.055282	134
11.055960	134
11.056638	134
11.057315	134
11.057992	134
11.058668	134
11.059344	134
11.060020	134
11.060696	134
11.061371	618
11.062046	134
11.062721	134
11.063395	175
11.064069	134
11.064743	134
11.065416	134
11.066089	134
11.066762	134
11.067434	134
11.068106	134
11.068778	134
11.069450	171
11.070121	134
11.070792	134
11.071462	414
11.072133	134
11.072803	134
11.073472	134
11.074141	134
11.074810	134
11.075479	134
11.076148	134
11.076816	134
11.077483	134
11.078151	134
11.078818	134
11.079485	134
11.080151	134
11.080818	134
11.081483	134
11.082149	134
11.082814	134
11.083479	134
11.084144	134
11.084808	134
11.085472	134
11.086136	134
11.086800	134
11.087463	134
11.088126	134
11.088788	1029
11.089450	173
11.090112	140
11.090774	134
11.091435	134
11.092096	134
11.092757	134
11.093418	134
11.094078	176
11.094738	134
11.095397	134
11.096056	134
11.096715	143
11.097374	134
11.098032	134
11.098690	134
11.099348	134
11.100005	134
11.100662	134
11.101319	134
11.101976	134
11.102632	134
11.103288	134
11.103943	134
11.104599	134
11.105254	134
11.105909	134
11.106563	134
11.107217	135
11.107871	134
11.108524	134
11.109178	134
11.109831	135
11.110483	134
11.111136	134
11.111788	134
11.112440	134
11.113091	134
11.113742	162
11.114393	134
11.115044	134
11.115694	134
11.116344	134
11.116994	134
11.117643	253
11.118292	134
11.118941	134
11.119590	134
11.120238	134
11.120886	134
11.121534	134
11.122181	134
11.122828	135
11.123475	134
11.124121	134
11.124768	136
11.125413	135
11.126059	134
11.126704	137
11.127350	145
11.127994	142
11.128639	134
11.129283	134
11.129927	137
11.130571	134
11.131214	134
11.131857	134
11.132500	398
11.133142	134
11.133784	134
11.134426	134
11.135068	134
11.135709	134
11.136350	134
11.136991	148
11.137632	146
11.138272	146
11.138912	931
11.139551	147
11.140191	152
11.140830	185
11.141469	134
11.142107	134
11.142745	134
11.143383	134
11.144021	134
11.144658	134
11.145295	134
11.145932	134
11.146569	134
11.147205	134
11.147841	135
11.148477	135
11.149112	134
11.149747	134
11.150382	134
11.151017	134
11.151651	134
11.152285	134
11.152919	134
11.153552	134
11.154185	134
11.154818	135
11.155451	134
11.156083	134
11.156715	168
11.157347	134
11.157978	134
11.158610	134
11.159241	134
11.159871	134
11.160502	134
11.161132	134
11.161762	134
11.162391	395
11.163021	134
11.163650	134
11.164278	134
11.164907	134
11.165535	134
11.166163	134
11.166791	134
11.167418	134
11.168045	134
11.168672	134
11.169299	135
11.169925	136
11.170551	134
11.171177	135
11.171802	134
11.172428	134
11.173052	134
11.173677	134
11.174302	134
11.174926	134
11.175550	134
11.176173	134
11.176796	134
11.177420	134
11.178042	134
11.178665	134
11.179287	134
11.179909	134
11.180531	134
11.181152	134
11.181773	134
11.182394	134
11.183015	134
11.183635	134
11.184255	134
11.184875	134
11.185495	134
11.186114	134
11.186733	134
11.187352	134
11.187971	134
11.188589	134
11.189207	134
11.189825	134
11.190442	134
11.191059	134
11.191676	134
11.192293	134
11.192909	134
11.193525	134
11.194141	134
11.194757	134
11.195372	134
11.195987	340
11.196602	134
11.197217	134
11.197831	134
11.198445	136
11.199059	134
11.199672	134
11.200286	135
11.200899	140
11.201511	134
11.202124	134
11.202736	134
11.203348	134
11.203960	134
11.204571	134
11.205182	134
11.205793	134
11.206404	134
11.207014	134
11.207624	134
11.208234	134
11.208844	134
11.209453	134
11.210062	134
11.210671	134
11.211280	194
11.211888	134
11.212496	200
11.213104	134
11.213712	134
11.214319	134
11.214926	134
11.215533	135
11.216140	135
11.216746	134
11.217352	134
11.217958	134
11.218563	134
11.219169	134
11.219774	134
11.220378	134
11.220983	134
11.221587	134
11.222191	134
11.222795	134
11.223398	134
11.224002	134
11.224605	134
11.225207	134
11.225810	229
11.226412	134
11.227014	134
11.227616	135
11.228217	134
11.228819	215
11.229420	134
11.230020	135
11.230621	134
11.231221	134
11.231821	134
11.232421	134
11.233020	134
11.233620	134
11.234219	134
11.234817	134
11.235416	152
11.236014	134
11.236612	134
11.237210	134
11.237807	134
11.238405	134
11.239002	134
11.239599	134
11.240195	134
11.240791	134
11.241387	134
11.241983	134
11.242579	134
11.243174	134
11.243769	135
11.244364	134
11.244958	134
11.245553	134
11.246147	134
11.246741	134
11.247334	134
11.247928	134
11.248521	134
11.249113	134
11.249706	134
11.250298	134
11.250891	134
11.251482	135
11.252074	134
11.252665	134
11.253257	521
11.253847	134
11.254438	134
11.255029	161
11.255619	134
11.256209	134
11.256798	134
11.257388	134
11.257977	340
11.258566	134
11.259155	134
11.259743	134
11.260332	134
11.260920	134
11.261507	134
11.262095	134
11.262682	134
11.263269	144
11.263856	134
11.264443	134
11.265029	134
11.265615	134
11.266201	134
11.266787	134
11.267372	135
11.267957	134
11.268542	134
11.269127	134
11.269711	134
11.270295	134
11.270879	134
11.271463	134
11.272047	134
11.272630	134
11.273213	134
11.273796	134
11.274378	134
11.274960	134
11.275543	134
11.276124	134
11.276706	134
11.277287	134
11.277869	134
11.278449	134
11.279030	507
11.279611	134
11.280191	134
11.280771	134
11.281351	135
11.281930	135
11.282509	134
11.283088	135
11.283667	134
11.284246	136
11.284824	140
11.285402	134
11.285980	134
11.286558	134
11.287135	134
11.287712	300
11.288289	134
11.288866	134
11.289443	134
11.290019	134
11.290595	134
11.291171	134
11.291746	134
11.292322	134
11.292897	134
11.293472	134
11.294046	134
11.294621	134
11.295195	134
11.295769	134
11.296343	226
11.296916	134
11.297490	134
11.298063	139
11.298635	134
11.299208	134
11.299780	134
11.300353	134
11.300924	134
11.301496	134
11.302068	134
11.302639	134
11.303210	134
11.303781	519
11.304351	134
11.304922	134
11.305492	161
11.306062	134
11.306631	134
11.307201	134
11.307770	134
11.308339	134
11.308908	134
11.309476	134
11.310045	135
11.310613	134
11.311181	134
11.311748	134
11.312316	134
11.312883	134
11.313450	134
11.314017	134
11.314583	134
11.315150	134
11.315716	134
11.316282	135
11.316847	135
11.317413	134
11.317978	134
11.318543	134
11.319108	134
11.319672	134
11.320236	134
11.320801	134
11.321364	134
11.321928	134
11.322492	134
11.323055	134
11.323618	136
11.324181	134
11.324743	135
11.325305	134
11.325868	134
11.326429	134
11.326991	134
11.327553	134
11.328114	135
11.328675	134
11.329236	134
11.329796	134
11.330357	134
11.330917	134
11.331477	134
11.332037	134
11.332596	134
11.333155	134
11.333714	134
11.334273	496
11.334832	142
11.335390	145
11.335949	142
11.336507	134
11.337064	139
11.337622	134
11.338179	134
11.338736	134
11.339293	193
11.339850	134
11.340406	134
11.340963	134
11.341519	134
